checkin_date,checkout_date,hotel_price,time_detected,ISP_IP
2025-09-30,2025-10-01,4712.00,2025-09-30 15:32:33,183.82.7.33
2025-09-30,2025-10-01,5320.00,2025-09-30 15:32:34,183.82.7.33
2025-09-30,2025-10-01,6080.00,2025-09-30 15:32:34,183.82.7.33
2025-09-30,2025-10-01,8360.00,2025-09-30 15:32:35,183.82.7.33
